sys_loc_code,Hex,WellName,LithID,NewPick,Formation,Z,Omit,Reviewed,PickDate,PickedBy
PK_9200897,#988558,PK_9200897,34226.0,No,ATE1,296.01,0.0,0.0,10/23/2012,AQR
PK_9200897,#FFFF8F,PK_9200897,34225.0,No,AFD1,303.63,0.0,0.0,10/23/2012,AQR
PK_9200897,#CCCC00,PK_9200897,34222.0,No,AFB2,346.81,0.0,0.0,10/23/2012,AQR
PK_9200970,#CCCC00,PK_9200970,34252.0,No,AFB2,331.11,0.0,0.0,10/23/2012,AQR
PK_9200970,#808000,PK_9200970,34253.0,No,ATB3,327.75,0.0,0.0,10/23/2012,AQR
PK_9200970,#c08081,PK_9200970,34251.0,No,ATB2,335.37,0.0,0.0,10/23/2012,AQR
PK_9200970,#FFFFCC,PK_9200970,34250.0,No,AFB1,338.42,0.0,0.0,10/23/2012,AQR
PK_9200970,#e5ccc9,PK_9200970,34249.0,No,ATB1,340.86,0.0,0.0,10/23/2012,AQR
PK_9200970,#C1E1C1,PK_9200970,34255.0,No,ATC1,294.84,0.0,0.0,10/23/2012,AQR
PK_9200970,#988558,PK_9200970,34256.0,No,ATE1,279.08,0.0,0.0,10/23/2012,AQR
PK_9200970,#FFFF99,PK_9200970,34254.0,No,AFB3,299.71,0.0,0.0,10/23/2012,AQR
9203320A,#c08081,WT-EL-OW325A-02-A,-999.0,No,ATB2,364.15,0.0,0.0,1/7/2009,Stantec
9203320A,#e5ccc9,WT-EL-OW325A-02-A,-999.0,No,ATB1,376.15,0.0,0.0,1/9/2009,Golder
9203320A,#808000,WT-EL-OW325A-02-A,24140.0,No,ATB3,323.42,0.0,0.0,1/9/2009,Golder
PK_6507014,#FFFFCC,PK_6507014,33591.0,No,AFB1,352.66,0.0,0.0,1/12/2009,Golder
PK_6507014,#808000,PK_6507014,33592.0,No,ATB3,347.78,0.0,0.0,1/12/2009,Golder
6502461A,#C1E1C1,WT-BW-OW13-59-A,8637.0,No,ATC1,314.5536,0.0,0.0,1/7/2009,Stantec
6502461A,#CCCC00,WT-BW-OW13-59-A,8631.0,No,AFB2,348.0816,0.0,0.0,1/7/2009,Stantec
6502461A,#808000,WT-BW-OW13-59-A,8636.0,No,ATB3,329.184,0.0,0.0,1/7/2009,Stantec
6502461A,#c08081,WT-BW-OW13-59-A,8629.0,No,ATB2,365.4552,0.0,0.0,1/7/2009,Stantec
9203333A,#e5ccc9,WT-EL-OW27A-86-A,24288.0,No,ATB1,375.0,0.0,0.0,1/9/2009,Golder
9203333A,#FFFFCC,WT-EL-OW27A-86-A,24297.0,No,AFB1,361.59,0.0,0.0,1/9/2009,Golder
PK_6504087,#FFFF8F,PK_6504087,32943.0,No,AFD1,307.85,0.0,0.0,1/9/2008,Golder
PK_6504087,#988558,PK_6504087,32944.0,No,ATE1,304.2,0.0,0.0,1/9/2008,Golder
PK_6504087,#C1E1C1,PK_6504087,32942.0,No,ATC1,318.22,0.0,0.0,1/9/2008,Golder
PK_6504087,#e5ccc9,PK_6504087,32940.0,No,ATB1,344.43,0.0,0.0,1/9/2008,Golder
PK_6504087,#808000,PK_6504087,32941.0,No,ATB3,327.97,0.0,0.0,1/9/2008,Golder
6507317A,#808000,WH-DW-92-A,14226.0,No,ATB3,342.88,0.0,0.0,1/12/2009,Golder
6507317A,#FFFFCC,WH-DW-92-A,14225.0,No,AFB1,350.8,0.0,0.0,1/12/2009,Golder
6507317A,#FFFF8F,WH-DW-92-A,14229.0,No,AFD1,307.82,0.0,0.0,1/12/2009,Golder
6507317A,#C1E1C1,WH-DW-92-A,14227.0,No,ATC1,333.12,0.0,0.0,1/12/2009,Golder
PK_6505522,#e5ccc9,PK_6505522,33300.0,No,ATB1,339.54,0.0,0.0,10/23/2012,AQR
PK_6505522,#CCCC00,PK_6505522,33302.0,No,AFB2,333.75,0.0,0.0,10/23/2012,AQR
PK_6505522,#FFFFCC,PK_6505522,33301.0,No,AFB1,338.02,0.0,0.0,10/23/2012,AQR
PK_6501292,#FFFFCC,PK_6501292,32283.0,No,AFB1,347.47,0.0,0.0,1/8/2009,Blackport
PK_6501292,#808000,PK_6501292,32284.0,No,ATB3,330.71,0.0,0.0,1/8/2009,Blackport
PK_6501292,#C1E1C1,PK_6501292,32285.0,No,ATC1,308.46,0.0,0.0,1/8/2009,Blackport
9203342A,#FFFFCC,WT-EL-OW3-80-A,24420.0,No,AFB1,366.49,0.0,0.0,1/9/2009,Golder
9203342A,#e5ccc9,WT-EL-OW3-80-A,24418.0,No,ATB1,367.79,0.0,0.0,1/9/2009,Golder
PK_6504961,#FFFFCC,PK_6504961,33168.0,No,AFB1,359.52,0.0,0.0,10/23/2012,AQR
PK_6504961,#c08081,PK_6504961,33169.0,No,ATB2,352.81,0.0,0.0,10/23/2012,AQR
9201659A,#CCCC00,WT-EL-OW335-04-A,22312.0,No,AFB2,352.81,0.0,0.0,1/7/2009,Stantec
9201659A,#c08081,WT-EL-OW335-04-A,22307.0,No,ATB2,359.51,0.0,0.0,1/7/2009,Stantec
9201659A,#e5ccc9,WT-EL-OW335-04-A,22295.0,No,ATB1,374.3,0.0,0.0,1/9/2009,Golder
9203327A,#e5ccc9,WT-EL-OW83-89-A,24211.0,No,ATB1,386.02,0.0,0.0,1/9/2009,Golder
9203327A,#FFFFCC,WT-EL-OW83-89-A,24215.0,No,AFB1,379.62,0.0,0.0,1/9/2009,Golder
PK_9202007,#C1E1C1,PK_9202007,34433.0,No,ATC1,305.63,0.0,0.0,10/23/2012,AQR
PK_9202007,#CCCC00,PK_9202007,34431.0,No,AFB2,340.53,0.0,0.0,10/23/2012,AQR
PK_9202007,#FFFFCC,PK_9202007,34430.0,No,AFB1,342.82,0.0,0.0,10/23/2012,AQR
PK_9202007,#988558,PK_9202007,34435.0,No,ATE1,291.92,0.0,0.0,10/23/2012,AQR
PK_9202007,#FFFF8F,PK_9202007,34434.0,No,AFD1,294.05,0.0,0.0,10/23/2012,AQR
PK_9202007,#808000,PK_9202007,34432.0,No,ATB3,338.55,0.0,0.0,10/23/2012,AQR
PK_9202007,#e5ccc9,PK_9202007,34429.0,No,ATB1,348.61,0.0,0.0,10/23/2012,AQR
6506898A,#FFFF8F,WH-EM-CH52-1-90-A,12034.0,No,AFD1,348.9,0.0,0.0,10/23/2012,AQR
6506898A,#808000,WH-EM-CH52-1-90-A,12032.0,No,ATB3,360.21,0.0,0.0,10/23/2012,AQR
6506898A,#988558,WH-EM-CH52-1-90-A,12035.0,No,ATE1,338.01,0.0,0.0,10/23/2012,AQR
6506898A,#e5ccc9,WH-EM-CH52-1-90-A,12030.0,No,ATB1,362.01,0.0,0.0,10/23/2012,AQR
6506898A,#C1E1C1,WH-EM-CH52-1-90-A,12033.0,No,ATC1,358.05,0.0,0.0,10/23/2012,AQR
6506897A,#FFFF8F,WH-EM-CH52-2-90-A,12028.0,No,AFD1,349.91,0.0,0.0,10/23/2012,AQR
6506897A,#808000,WH-EM-CH52-2-90-A,12026.0,No,ATB3,361.19,0.0,0.0,10/23/2012,AQR
6506897A,#C1E1C1,WH-EM-CH52-2-90-A,12027.0,No,ATC1,358.75,0.0,0.0,10/23/2012,AQR
6506897A,#e5ccc9,WH-EM-CH52-2-90-A,12025.0,No,ATB1,362.72,0.0,0.0,10/23/2012,AQR
6507310A,#FFFFCC,WT-MW-OW3-92-A,14210.0,No,AFB1,347.414,0.0,0.0,10/23/2012,AQR
6507310A,#988558,WT-MW-OW3-92-A,14216.0,No,ATE1,291.944,0.0,0.0,10/23/2012,AQR
6507310A,#C1E1C1,WT-MW-OW3-92-A,14215.0,No,ATC1,312.924,0.0,0.0,10/23/2012,AQR
6507310A,#CCCC00,WT-MW-OW3-92-A,14213.0,No,AFB2,337.354,0.0,0.0,10/23/2012,AQR
6507310A,#c08081,WT-MW-OW3-92-A,14212.0,No,ATB2,343.754,0.0,0.0,10/23/2012,AQR
6507310A,#808000,WT-MW-OW3-92-A,14214.0,No,ATB3,331.564,0.0,0.0,10/23/2012,AQR
9202681A,#FFFFCC,WT-EL-OW304-01-A,23874.0,No,AFB1,354.48,0.0,0.0,1/9/2009,Golder
9202681A,#c08081,WT-EL-OW304-01-A,-999.0,No,ATB2,366.53,0.0,0.0,1/7/2009,Stantec
9202681A,#CCCC00,WT-EL-OW304-01-A,23878.0,No,AFB2,349.07,0.0,0.0,1/7/2009,Stantec
9202681A,#e5ccc9,WT-EL-OW304-01-A,23871.0,No,ATB1,381.53,0.0,0.0,1/9/2009,Golder
6503308A,#e5ccc9,W-WN-OW6-70-A,9259.0,No,ATB1,347.48,0.0,0.0,1/9/2008,Golder
6503308A,#808000,W-WN-OW6-70-A,9261.0,No,ATB3,327.48,0.0,0.0,1/9/2008,Golder
6503308A,#C1E1C1,W-WN-OW6-70-A,9262.0,No,ATC1,319.48,0.0,0.0,1/9/2008,Golder
6500841,#FFFF00,WH-OW6-51,6492.0,No,AFF1,291.49,0.0,0.0,1/12/2009,Golder
6500841,#FFFF8F,WH-OW6-51,6489.0,No,AFD1,307.64,0.0,0.0,1/12/2009,Golder
6500841,#C1E1C1,WH-OW6-51,6488.0,No,ATC1,308.86,0.0,0.0,1/12/2009,Golder
6500841,#808000,WH-OW6-51,6486.0,No,ATB3,338.73,0.0,0.0,1/12/2009,Golder
6500841,#988558,WH-OW6-51,6490.0,No,ATE1,301.24,0.0,0.0,1/12/2009,Golder
6500841,#FFFFCC,WH-OW6-51,6485.0,No,AFB1,342.09,0.0,0.0,1/12/2009,Golder
9203318A,#e5ccc9,WT-EL-OW326-02-A,24113.0,No,ATB1,377.21,0.0,0.0,1/9/2009,Golder
9203318A,#FFFFCC,WT-EL-OW326-02-A,24117.0,No,AFB1,356.79,0.0,0.0,1/9/2009,Golder
9203318A,#808000,WT-EL-OW326-02-A,24120.0,No,ATB3,329.36,0.0,0.0,1/9/2009,Golder
6506862A,#FFFF8F,WH-EM-CH35-90-A,-999.0,No,AFD1,336.02,0.0,0.0,10/23/2012,AQR
6506862A,#808000,WH-EM-CH35-90-A,11879.0,No,ATB3,362.24,0.0,0.0,10/23/2012,AQR
6506862A,#C1E1C1,WH-EM-CH35-90-A,11880.0,No,ATC1,355.84,0.0,0.0,10/23/2012,AQR
6506862A,#988558,WH-EM-CH35-90-A,11889.0,No,ATE1,326.58,0.0,0.0,10/23/2012,AQR
6506862A,#e5ccc9,WH-EM-CH35-90-A,11878.0,No,ATB1,366.2,0.0,0.0,10/23/2012,AQR
6506995A,#808000,WH-EM-CH85-90-A,12715.0,No,ATB3,347.02,0.0,0.0,1/12/2009,Golder
6506995A,#988558,WH-EM-CH85-90-A,12726.0,No,ATE1,307.7,0.0,0.0,1/12/2009,Golder
6506995A,#C1E1C1,WH-EM-CH85-90-A,12721.0,No,ATC1,324.47,0.0,0.0,1/12/2009,Golder
6506995A,#FFFF8F,WH-EM-CH85-90-A,12723.0,No,AFD1,317.15,0.0,0.0,1/12/2009,Golder
6506995A,#FFFFCC,WH-EM-CH85-90-A,-999.0,No,AFB1,348.85,0.0,0.0,1/12/2009,Golder
9201703A,#808000,WT-EL-EW318-01-A,-999.0,No,ATB3,328.64,0.0,0.0,1/9/2009,Golder
9201703A,#FFFFCC,WT-EL-EW318-01-A,22483.0,No,AFB1,375.63,0.0,0.0,1/9/2009,Golder
9201703A,#c08081,WT-EL-EW318-01-A,22484.0,No,ATB2,360.63,0.0,0.0,1/7/2009,Stantec
9201703A,#CCCC00,WT-EL-EW318-01-A,22486.0,No,AFB2,355.93,0.0,0.0,1/7/2009,Stantec
9201703A,#e5ccc9,WT-EL-EW318-01-A,22480.0,No,ATB1,383.63,0.0,0.0,1/9/2009,Golder
9203331A,#808000,WT-EL-OW291A-94-A,-999.0,No,ATB3,327.14,0.0,0.0,1/9/2009,Golder
9203331A,#c08081,WT-EL-OW291A-94-A,-999.0,No,ATB2,368.45,0.0,0.0,1/7/2009,Stantec
9203331A,#e5ccc9,WT-EL-OW291A-94-A,24268.0,No,ATB1,382.84,0.0,0.0,1/9/2009,Golder
9203323A,#e5ccc9,WT-EL-EW319-01-A,24172.0,No,ATB1,384.85,0.0,0.0,1/9/2009,Golder
9203323A,#808000,WT-EL-EW319-01-A,24181.0,No,ATB3,328.05,0.0,0.0,1/9/2009,Golder
9203323A,#FFFFCC,WT-EL-EW319-01-A,24177.0,No,AFB1,364.95,0.0,0.0,1/9/2009,Golder
9203332A,#808000,WT-EL-TW30-86-A,24287.0,No,ATB3,318.39,0.0,0.0,1/9/2009,Golder
9203332A,#c08081,WT-EL-TW30-86-A,24280.0,No,ATB2,360.14,0.0,0.0,1/7/2009,Stantec
9203332A,#e5ccc9,WT-EL-TW30-86-A,24278.0,No,ATB1,369.0,0.0,0.0,1/9/2009,Golder
9200559,#c08081,WT-03-92,20374.0,No,ATB2,342.51,0.0,0.0,10/23/2012,AQR
9200559,#CCCC00,WT-03-92,20375.0,No,AFB2,340.07,0.0,0.0,10/23/2012,AQR
9200559,#e5ccc9,WT-03-92,-999.0,No,ATB1,348.3,0.0,0.0,10/23/2012,AQR
9200559,#988558,WT-03-92,20382.0,No,ATE1,289.47,0.0,0.0,10/23/2012,AQR
9200559,#FFFF8F,WT-03-92,-999.0,No,AFD1,289.47,0.0,0.0,10/23/2012,AQR
9200559,#FFFFCC,WT-03-92,20373.0,No,AFB1,348.3,0.0,0.0,10/23/2012,AQR
9200559,#FFFF99,WT-03-92,-999.0,No,AFB3,304.71,0.0,0.0,10/23/2012,AQR
9200559,#808000,WT-03-92,20377.0,No,ATB3,334.58,0.0,0.0,10/23/2012,AQR
9200559,#C1E1C1,WT-03-92,20379.0,No,ATC1,304.71,0.0,0.0,10/23/2012,AQR
9200358A,#C1E1C1,WH-EM-CH58-90-A,-999.0,No,ATC1,355.07,0.0,0.0,10/23/2012,AQR
9200358A,#e5ccc9,WH-EM-CH58-90-A,17306.0,No,ATB1,359.37,0.0,0.0,10/23/2012,AQR
9200358A,#FFFF99,WH-EM-CH58-90-A,-999.0,No,AFB3,355.07,0.0,0.0,10/23/2012,AQR
9200358A,#c08081,WH-EM-CH58-90-A,-999.0,No,ATB2,357.57,0.0,0.0,10/23/2012,AQR
9200358A,#FFFF8F,WH-EM-CH58-90-A,-999.0,No,AFD1,345.73,0.0,0.0,10/23/2012,AQR
9200358A,#FFFFCC,WH-EM-CH58-90-A,-999.0,No,AFB1,357.57,0.0,0.0,10/23/2012,AQR
9200358A,#CCCC00,WH-EM-CH58-90-A,-999.0,No,AFB2,357.57,0.0,0.0,10/23/2012,AQR
9200358A,#808000,WH-EM-CH58-90-A,-999.0,No,ATB3,357.57,0.0,0.0,10/23/2012,AQR
9200358A,#988558,WH-EM-CH58-90-A,-999.0,No,ATE1,331.37,0.0,0.0,10/23/2012,AQR
9203336A,#CCCC00,WT-EL-OW6-85-A,24322.0,No,AFB2,346.27,0.0,0.0,1/7/2009,Stantec
9203336A,#FFFFCC,WT-EL-OW6-85-A,24321.0,No,AFB1,347.95,0.0,0.0,1/9/2009,Golder
9203336A,#c08081,WT-EL-OW6-85-A,-999.0,No,ATB2,365.41,0.0,0.0,1/7/2009,Stantec
9203336A,#e5ccc9,WT-EL-OW6-85-A,24315.0,No,ATB1,380.41,0.0,0.0,1/9/2009,Golder
PK_6504915,#C1E1C1,PK_6504915,33150.0,No,ATC1,303.7,0.0,0.0,10/23/2012,AQR
PK_6504915,#808000,PK_6504915,33149.0,No,ATB3,339.72,0.0,0.0,10/23/2012,AQR
PK_6504915,#FFFF8F,PK_6504915,33151.0,No,AFD1,285.77,0.0,0.0,10/23/2012,AQR
PK_6504915,#988558,PK_6504915,33152.0,No,ATE1,282.11,0.0,0.0,10/23/2012,AQR
PK_6504915,#CCCC00,PK_6504915,33148.0,No,AFB2,345.51,0.0,0.0,10/23/2012,AQR
PK_6504915,#FFFFCC,PK_6504915,33147.0,No,AFB1,350.69,0.0,0.0,10/23/2012,AQR
9203319A,#e5ccc9,WT-EL-OW327-02-A,24121.0,No,ATB1,376.59,0.0,0.0,1/9/2009,Golder
9203319A,#c08081,WT-EL-OW327-02-A,-999.0,No,ATB2,362.59,0.0,0.0,1/7/2009,Stantec
9203319A,#808000,WT-EL-OW327-02-A,-999.0,No,ATB3,327.6,0.0,0.0,1/9/2009,Golder
9202655A,#808000,W-WN-OW1-06-A,-999.0,No,ATB3,330.71,0.0,0.0,1/9/2008,Golder
9202655A,#C1E1C1,W-WN-OW1-06-A,23646.0,No,ATC1,323.09,0.0,0.0,1/9/2008,Golder
9202655A,#e5ccc9,W-WN-OW1-06-A,23639.0,No,ATB1,338.33,0.0,0.0,1/9/2008,Golder
9202656A,#808000,W-WN-OW2-06-A,23661.0,No,ATB3,331.93,0.0,0.0,1/9/2008,Golder
9202656A,#e5ccc9,W-WN-OW2-06-A,23655.0,No,ATB1,338.64,0.0,0.0,1/9/2008,Golder
PK_6504809,#808000,PK_6504809,33126.0,No,ATB3,341.14,0.0,0.0,10/23/2012,AQR
PK_6504809,#c08081,PK_6504809,33124.0,No,ATB2,347.24,0.0,0.0,10/23/2012,AQR
PK_6504809,#FFFFCC,PK_6504809,33123.0,No,AFB1,348.76,0.0,0.0,10/23/2012,AQR
PK_6504809,#FFFF8F,PK_6504809,33128.0,No,AFD1,283.23,0.0,0.0,10/23/2012,AQR
PK_6504809,#CCCC00,PK_6504809,33125.0,No,AFB2,342.36,0.0,0.0,10/23/2012,AQR
PK_6504809,#C1E1C1,PK_6504809,33127.0,No,ATC1,303.69,0.0,0.0,10/23/2012,AQR
9202680A,#e5ccc9,WT-EL-OW307-01-A,23862.0,No,ATB1,375.35,0.0,0.0,1/9/2009,Golder
9202680A,#c08081,WT-EL-OW307-01-A,-999.0,No,ATB2,360.35,0.0,0.0,1/7/2009,Stantec
9202680A,#CCCC00,WT-EL-OW307-01-A,23866.0,No,AFB2,344.03,0.0,0.0,1/7/2009,Stantec
9202680A,#FFFFCC,WT-EL-OW307-01-A,23865.0,No,AFB1,346.77,0.0,0.0,1/9/2009,Golder
9200020,#C1E1C1,W5,16847.0,No,ATC1,320.55,0.0,0.0,1/9/2008,Golder
9200020,#FFFF8F,W5,16848.0,No,AFD1,315.06,0.0,0.0,1/9/2008,Golder
9200020,#e5ccc9,W5,16844.0,No,ATB1,338.84,0.0,0.0,1/9/2008,Golder
9200020,#808000,W5,-999.0,No,ATB3,331.52,0.0,0.0,1/9/2008,Golder
9202684A,#e5ccc9,WT-EL-EW320-02-A,23917.0,No,ATB1,382.98,0.0,0.0,1/9/2009,Golder
9202684A,#c08081,WT-EL-EW320-02-A,23919.0,No,ATB2,373.83,0.0,0.0,1/7/2009,Stantec
9202684A,#CCCC00,WT-EL-EW320-02-A,23921.0,No,AFB2,352.5,0.0,0.0,1/7/2009,Stantec
9202684A,#808000,WT-EL-EW320-02-A,23925.0,No,ATB3,318.5,0.0,0.0,1/9/2009,Golder
9202683A,#c08081,WT-EL-OW301A-00-A,23908.0,No,ATB2,362.97,0.0,0.0,10/23/2012,AQR
9202683A,#CCCC00,WT-EL-OW301A-00-A,23910.0,No,AFB2,354.44,0.0,0.0,10/23/2012,AQR
9202683A,#FFFFCC,WT-EL-OW301A-00-A,23904.0,No,AFB1,380.95,0.0,0.0,1/9/2009,Golder
9202683A,#808000,WT-EL-OW301A-00-A,23915.0,No,ATB3,330.05,0.0,0.0,1/9/2009,Golder
9202683A,#e5ccc9,WT-EL-OW301A-00-A,23902.0,No,ATB1,386.44,0.0,0.0,1/9/2009,Golder
6500831,#e5ccc9,W-BW-OW8-47,6415.0,No,ATB1,337.7688,0.0,0.0,1/9/2008,Golder
6500831,#808000,W-BW-OW8-47,-999.0,No,ATB3,330.0688,0.0,0.0,1/9/2008,Golder
6500831,#FFFF8F,W-BW-OW8-47,6420.0,No,AFD1,313.9888,0.0,0.0,1/9/2008,Golder
6500831,#988558,W-BW-OW8-47,6423.0,No,ATE1,300.5788,0.0,0.0,1/9/2008,Golder
6500831,#C1E1C1,W-BW-OW8-47,6419.0,No,ATC1,319.4788,0.0,0.0,1/9/2008,Golder
6503647A,#FFFFCC,W-TW4-72-A,9550.0,No,AFB1,337.41,0.0,0.0,1/8/2009,Blackport
6503647A,#808000,W-TW4-72-A,9553.0,No,ATB3,327.66,0.0,0.0,1/8/2009,Blackport
6503647A,#e5ccc9,W-TW4-72-A,9549.0,No,ATB1,341.99,0.0,0.0,1/8/2009,Blackport
PK_1001150,#988558,PK_1001150,32046.0,No,ATE1,288.63,0.0,0.0,10/23/2012,AQR
PK_1001150,#CCCC00,PK_1001150,32043.0,No,AFB2,340.14,0.0,0.0,10/23/2012,AQR
PK_1001150,#808000,PK_1001150,32044.0,No,ATB3,338.31,0.0,0.0,10/23/2012,AQR
PK_1001150,#C1E1C1,PK_1001150,32045.0,No,ATC1,306.69,0.0,0.0,10/23/2012,AQR
PK_1001150,#FFFFCC,PK_1001150,32042.0,No,AFB1,344.71,0.0,0.0,10/23/2012,AQR
9200424,#FFFF99,WT-EL-OW79-89,18708.0,No,AFB3,308.05,0.0,0.0,1/7/2009,Stantec
9200424,#CCCC00,WT-EL-OW79-89,18701.0,No,AFB2,338.83,0.0,0.0,1/7/2009,Stantec
9200424,#e5ccc9,WT-EL-OW79-89,18691.0,No,ATB1,380.59,0.0,0.0,1/7/2009,Stantec
9200424,#808000,WT-EL-OW79-89,18707.0,No,ATB3,323.12,0.0,0.0,1/7/2009,Stantec
9200424,#c08081,WT-EL-OW79-89,18693.0,No,ATB2,360.59,0.0,0.0,1/7/2009,Stantec
9200420A,#FFFF8F,W-WN-OW4-82-A,18613.0,No,AFD1,309.093,0.0,0.0,1/9/2008,Golder
9200420A,#C1E1C1,W-WN-OW4-82-A,18611.0,No,ATC1,321.293,0.0,0.0,1/9/2008,Golder
9200420A,#e5ccc9,W-WN-OW4-82-A,18605.0,No,ATB1,342.593,0.0,0.0,1/9/2008,Golder
9200420A,#808000,W-WN-OW4-82-A,18608.0,No,ATB3,333.493,0.0,0.0,1/9/2008,Golder
9201808A,#c08081,WT-EL-OW309A-01-A,22579.0,No,ATB2,355.63,0.0,0.0,1/7/2009,Stantec
9201808A,#e5ccc9,WT-EL-OW309A-01-A,22573.0,No,ATB1,375.44,0.0,0.0,1/9/2009,Golder
9203328A,#c08081,WT-EL-OW308A-01-A,-999.0,No,ATB2,359.73,0.0,0.0,1/7/2009,Stantec
9203328A,#CCCC00,WT-EL-OW308A-01-A,24225.0,No,AFB2,342.11,0.0,0.0,1/7/2009,Stantec
9203328A,#FFFFCC,WT-EL-OW308A-01-A,24223.0,No,AFB1,353.24,0.0,0.0,1/9/2009,Golder
9203328A,#e5ccc9,WT-EL-OW308A-01-A,24222.0,No,ATB1,374.73,0.0,0.0,1/9/2009,Golder
PK_6503733,#FFFF99,PK_6503733,32848.0,No,AFB3,306.98,0.0,0.0,10/23/2012,AQR
PK_6503733,#808000,PK_6503733,32847.0,No,ATB3,337.46,0.0,0.0,10/23/2012,AQR
PK_6503733,#C1E1C1,PK_6503733,32849.0,No,ATC1,303.93,0.0,0.0,10/23/2012,AQR
PK_6503733,#FFFFCC,PK_6503733,32845.0,No,AFB1,343.86,0.0,0.0,10/23/2012,AQR
PK_6503733,#CCCC00,PK_6503733,32846.0,No,AFB2,339.56,0.0,0.0,10/23/2012,AQR
9201745A,#e5ccc9,WT-EL-OW314A-01-A,22504.0,No,ATB1,375.35,0.0,0.0,1/9/2009,Golder
9201745A,#FFFFCC,WT-EL-OW314A-01-A,22510.0,No,AFB1,345.3,0.0,0.0,1/9/2009,Golder
9201745A,#CCCC00,WT-EL-OW314A-01-A,22507.0,No,AFB2,348.04,0.0,0.0,1/7/2009,Stantec
9201745A,#c08081,WT-EL-OW314A-01-A,-999.0,No,ATB2,361.35,0.0,0.0,1/7/2009,Stantec
9201781A,#CCCC00,WT-EL-OW311A-01-A,-999.0,No,AFB2,344.81,0.0,0.0,1/7/2009,Stantec
9201781A,#FFFFCC,WT-EL-OW311A-01-A,22551.0,No,AFB1,346.81,0.0,0.0,1/9/2009,Golder
9201781A,#e5ccc9,WT-EL-OW311A-01-A,22550.0,No,ATB1,376.07,0.0,0.0,1/9/2009,Golder
9201781A,#c08081,WT-EL-OW311A-01-A,-999.0,No,ATB2,361.07,0.0,0.0,1/7/2009,Stantec
9201781A,#808000,WT-EL-OW311A-01-A,22554.0,No,ATB3,327.15,0.0,0.0,1/9/2009,Golder
6506811A,#e5ccc9,WH-EM-CH7-90-A,11762.0,No,ATB1,370.9,0.0,0.0,10/23/2012,AQR
6506811A,#CCCC00,WH-EM-CH7-90-A,-999.0,No,AFB2,365.41,0.0,0.0,10/23/2012,AQR
6506811A,#c08081,WH-EM-CH7-90-A,-999.0,No,ATB2,365.41,0.0,0.0,10/23/2012,AQR
6506811A,#FFFF8F,WH-EM-CH7-90-A,-999.0,No,AFD1,342.28,0.0,0.0,10/23/2012,AQR
6506811A,#FFFFCC,WH-EM-CH7-90-A,-999.0,No,AFB1,365.41,0.0,0.0,10/23/2012,AQR
6506811A,#C1E1C1,WH-EM-CH7-90-A,11763.0,No,ATC1,362.06,0.0,0.0,10/23/2012,AQR
6506811A,#808000,WH-EM-CH7-90-A,-999.0,No,ATB3,365.41,0.0,0.0,10/23/2012,AQR
6506811A,#988558,WH-EM-CH7-90-A,-999.0,No,ATE1,334.63,0.0,0.0,10/23/2012,AQR
6506811A,#FFFF99,WH-EM-CH7-90-A,-999.0,No,AFB3,362.06,0.0,0.0,10/23/2012,AQR
9203325A,#e5ccc9,WT-EL-OW310A-01-A,24195.0,No,ATB1,374.2,0.0,0.0,1/9/2009,Golder
9203325A,#CCCC00,WT-EL-OW310A-01-A,24198.0,No,AFB2,347.22,0.0,0.0,1/7/2009,Stantec
9203325A,#808000,WT-EL-OW310A-01-A,-999.0,No,ATB3,324.39,0.0,0.0,1/9/2009,Golder
9203325A,#c08081,WT-EL-OW310A-01-A,24196.0,No,ATB2,360.33,0.0,0.0,1/7/2009,Stantec
9203325A,#FFFFCC,WT-EL-OW310A-01-A,24197.0,No,AFB1,358.65,0.0,0.0,1/9/2009,Golder
6503646A,#FFFFCC,W-TW3-72-A,9546.0,No,AFB1,333.76,0.0,0.0,1/8/2009,Blackport
6503646A,#e5ccc9,W-TW3-72-A,9545.0,No,ATB1,341.99,0.0,0.0,1/8/2009,Blackport
6503646A,#808000,W-TW3-72-A,9547.0,No,ATB3,330.71,0.0,0.0,1/8/2009,Blackport
6506860A,#FFFF8F,WH-EM-CH34-90-A,11856.0,No,AFD1,341.24,0.0,0.0,10/23/2012,AQR
6506860A,#e5ccc9,WH-EM-CH34-90-A,11854.0,No,ATB1,361.05,0.0,0.0,10/23/2012,AQR
6506860A,#808000,WH-EM-CH34-90-A,11855.0,No,ATB3,353.43,0.0,0.0,10/23/2012,AQR
9201414A,#808000,W-WN-MWWN1-02-A,21976.0,No,ATB3,324.028,0.0,0.0,1/8/2009,Blackport
9201414A,#CCCC00,W-WN-MWWN1-02-A,21974.0,No,AFB2,340.788,0.0,0.0,1/7/2009,Stantec
9201414A,#FFFFCC,W-WN-MWWN1-02-A,-999.0,No,AFB1,340.788,0.0,0.0,1/8/2009,Blackport
6506813B,#C1E1C1,WH-EM-CH16-90-B,11780.0,No,ATC1,355.4,0.0,0.0,10/23/2012,AQR
6506813B,#FFFF8F,WH-EM-CH16-90-B,11782.0,No,AFD1,346.26,0.0,0.0,10/23/2012,AQR
6506813B,#808000,WH-EM-CH16-90-B,11779.0,No,ATB3,359.67,0.0,0.0,10/23/2012,AQR
6506813B,#e5ccc9,WH-EM-CH16-90-B,11778.0,No,ATB1,364.85,0.0,0.0,10/23/2012,AQR
9203329A,#FFFFCC,WT-EL-OW302A-00-A,24232.0,No,AFB1,380.36,0.0,0.0,1/9/2009,Golder
